,res_type,state_ab,zip_code,median
5670,burgers,VA,20170.0,300000.0
5721,burgers,VA,22151.0,300000.0
5772,burgers,VA,22033.0,300000.0
5778,burgers,VA,22015.0,138532.0
5785,burgers,VA,22033.0,300000.0
5825,burgers,VA,22180.0,300000.0
5826,burgers,VA,22180.0,300000.0
5834,burgers,VA,22180.0,300000.0
5843,burgers,VA,22030.0,300000.0
5853,burgers,VA,22030.0,300000.0
5861,burgers,VA,22033.0,300000.0
5880,burgers,VA,22044.0,197065.0
5887,burgers,VA,22044.0,197065.0
5914,burgers,VA,22203.0,65963.0
5916,burgers,VA,22304.0,201141.0
5923,burgers,VA,22304.0,201141.0
5926,burgers,VA,22003.0,82442.0
5969,burgers,VA,22206.0,99406.0
5972,burgers,VA,22207.0,300000.0
5973,burgers,VA,22041.0,65204.0
6067,burgers,VA,22192.0,78914.0
6077,burgers,VA,22192.0,78914.0
6100,burgers,VA,22204.0,300000.0
6118,burgers,VA,22201.0,300000.0
6164,burgers,MN,56308.0,40667.0
6184,burgers,VA,22207.0,300000.0
6185,burgers,VA,22201.0,300000.0
6219,burgers,VA,22305.0,52927.0
6221,burgers,VA,22314.0,99420.0
6232,burgers,VA,22044.0,197065.0
6247,burgers,VA,22314.0,99420.0
6260,burgers,VA,22204.0,300000.0
6283,burgers,VA,22307.0,124984.0
6291,burgers,VA,22314.0,99420.0
6302,burgers,VA,22302.0,121631.0
6352,burgers,VA,22202.0,113550.0
6374,burgers,VA,22306.0,58295.0
6396,burgers,FL,32003.0,300000.0
6401,burgers,FL,32003.0,300000.0
6406,burgers,FL,32003.0,300000.0
6409,burgers,FL,32011.0,25171.0
6411,burgers,FL,32011.0,25171.0
6414,burgers,FL,32011.0,25171.0
6422,burgers,FL,32034.0,22789.0
6433,burgers,FL,32065.0,88279.0
6440,burgers,FL,32068.0,49944.0
6446,burgers,FL,32244.0,37446.0
6466,burgers,FL,32073.0,43800.0
6473,burgers,FL,32073.0,43800.0
6481,burgers,FL,32073.0,43800.0
6497,burgers,FL,32114.0,33511.0
6499,burgers,FL,32118.0,28511.0
6505,burgers,FL,32118.0,28511.0
6508,burgers,FL,32114.0,33511.0
6518,burgers,FL,32117.0,25573.0
6523,burgers,FL,32117.0,25573.0
6524,burgers,FL,32114.0,33511.0
6527,burgers,FL,32114.0,33511.0
6536,burgers,FL,32114.0,33511.0
6552,burgers,FL,32127.0,42981.0
6555,burgers,FL,32127.0,42981.0
6557,burgers,FL,32127.0,42981.0
6563,burgers,FL,32128.0,83574.0
6573,burgers,FL,32119.0,39156.0
6576,burgers,FL,32127.0,42981.0
